Movie Name,Year,Genre,IMDb Rating,Box Office
The Lion Guard,2016, Family,6.5,
The Lion Guard,2016, Fantasy,6.5,
The Lion Guard,2016, Music,6.5,
Pete's Dragon,2016,Action,6.7,76228119
Pete's Dragon,2016, Adventure,6.7,76228119
Pete's Dragon,2016, Comedy,6.7,76228119
Pete's Dragon,2016, Drama,6.7,76228119
Pete's Dragon,2016, Family,6.7,76228119
Pete's Dragon,2016, Fantasy,6.7,76228119
Moana,2016,Animation,7.6,248752120
Moana,2016, Adventure,7.6,248752120
Moana,2016, Comedy,7.6,248752120
Moana,2016, Family,7.6,248752120
Moana,2016, Fantasy,7.6,248752120
Moana,2016, Musical,7.6,248752120
Milo Murphy's Law,2016,Animation,7.6,
Milo Murphy's Law,2016, Short,7.6,
Milo Murphy's Law,2016, Action,7.6,
Milo Murphy's Law,2016, Adventure,7.6,
Milo Murphy's Law,2016, Comedy,7.6,
Milo Murphy's Law,2016, Family,7.6,
Milo Murphy's Law,2016, Fantasy,7.6,
Ralph Breaks the Internet,2018,Animation,7.1,
Ralph Breaks the Internet,2018, Adventure,7.1,
Ralph Breaks the Internet,2018, Comedy,7.1,
Ralph Breaks the Internet,2018, Family,7.1,
Ralph Breaks the Internet,2018, Fantasy,7.1,
